index,number_of_day,mounth,day_of_week,type_of_car,car_number,mass_of_trash,size_of_trash,density,tmax,tmin
6427,1,Май,суббота,боковая,Н405МВ154,4740,"51,52","92,00310559",+13°,+4°
6428,1,Май,суббота,задняя,В222СО178,0,0,0,+13°,+4°
6429,1,Май,суббота,задняя,К039ХН154,0,0,0,+13°,+4°
6430,1,Май,суббота,задняя,К103ХН154,0,0,0,+13°,+4°
6431,1,Май,суббота,задняя,К281ВС154,18340,"250,14","73,31894139",+13°,+4°
6432,1,Май,суббота,задняя,К404СВ154,24260,"343,98","70,52735624",+13°,+4°
6433,1,Май,суббота,задняя,К910ЕА154,13780,"191,06","72,12394012",+13°,+4°
6434,1,Май,суббота,задняя,К956УВ154,0,0,0,+13°,+4°
6435,1,Май,суббота,задняя,М011ХЕ32,0,0,0,+13°,+4°
6436,1,Май,суббота,задняя,Н213НТ123,16640,"192,39","86,49098186",+13°,+4°
6437,1,Май,суббота,задняя,Н561УУ154,16400,"233,2","70,32590051",+13°,+4°
6438,1,Май,суббота,задняя,Н590УУ154,12560,"188,34","66,68790485",+13°,+4°
6439,1,Май,суббота,задняя,Н853НР123,0,0,0,+13°,+4°
6440,1,Май,суббота,задняя,В120ЕН750,12060,"114,9","104,9608355",+13°,+4°
6441,1,Май,суббота,задняя,B432CX178,0,0,0,+13°,+4°
6442,1,Май,суббота,задняя,К170ВС154,18140,"250,33","72,46434706",+13°,+4°
6443,1,Май,суббота,задняя,Н208УУ154,16100,"219,3","73,41541268",+13°,+4°
6444,1,Май,суббота,задняя,Н252УУ154,16140,"205,56","78,51722125",+13°,+4°
6445,1,Май,суббота,задняя,Н263УУ154,28060,"418,79","67,00255498",+13°,+4°
6446,1,Май,суббота,задняя,Н509ТТ154,25560,"343,03","74,51243331",+13°,+4°
6447,1,Май,суббота,задняя,Н513ТТ154,18140,"261,56","69,3531121",+13°,+4°
6448,1,Май,суббота,задняя,Н548ТТ154,18860,"249,41","75,61845956",+13°,+4°
6449,1,Май,суббота,задняя,Н590ТТ154,28740,"300,97","95,49124497",+13°,+4°
6450,1,Май,суббота,задняя,Н864ТТ154,19260,"257,44","74,81354879",+13°,+4°
6451,1,Май,суббота,задняя,О369АР750,16020,240,"66,75",+13°,+4°
6452,1,Май,суббота,задняя,О493КВ750,0,0,0,+13°,+4°
6453,1,Май,суббота,задняя,Т237ВВ750,0,0,0,+13°,+4°
6454,1,Май,суббота,задняя,Т551РС69,21600,"315,7","68,41938549",+13°,+4°
6455,2,Май,воскресенье,Бункеровоз,В297КЕ147,8040,48,"167,5",+15°,+1°
6456,2,Май,воскресенье,Бункеровоз,К721ВС154,7420,48,"154,5833333",+15°,+1°
6457,2,Май,воскресенье,Бункеровоз,Н726РУ154,3800,24,"158,3333333",+15°,+1°
6458,2,Май,воскресенье,Бункеровоз,Н991НУ154,6440,56,115,+15°,+1°
6459,2,Май,воскресенье,Мультилифт,К801ВА154,0,0,0,+15°,+1°
6460,2,Май,воскресенье,Мультилифт,Н416НС154,0,0,0,+15°,+1°
6461,2,Май,воскресенье,Мультилифт,Н869МК154,4640,24,"193,3333333",+15°,+1°
6462,2,Май,воскресенье,Самосвал,В149НА750,0,0,0,+15°,+1°
6463,2,Май,воскресенье,Самосвал,К057СC154,0,0,0,+15°,+1°
6464,2,Май,воскресенье,Самосвал,К693СА154,3640,34,"107,0588235",+15°,+1°
6465,2,Май,воскресенье,Самосвал,К722ВС154,5060,33,"153,3333333",+15°,+1°
6466,2,Май,воскресенье,Самосвал,К836ВС154,4940,33,"149,6969697",+15°,+1°
6467,2,Май,воскресенье,Самосвал,Н200НХ154,2460,24,"102,5",+15°,+1°
6468,2,Май,воскресенье,Самосвал,Н283УУ154,2820,22,"128,1818182",+15°,+1°
6469,2,Май,воскресенье,Самосвал,Н300УУ154,5380,33,"163,030303",+15°,+1°
6470,2,Май,воскресенье,Самосвал,Н344РТ154,2540,16,"158,75",+15°,+1°
6471,2,Май,воскресенье,Самосвал,Н345РК154,3540,22,"160,9090909",+15°,+1°
6472,2,Май,воскресенье,Самосвал,Н412РК154,0,0,0,+15°,+1°
6473,2,Май,воскресенье,Самосвал,Н419РК154,4600,33,"139,3939394",+15°,+1°
6474,2,Май,воскресенье,Самосвал,Н515РТ154,4040,24,"168,3333333",+15°,+1°
6475,2,Май,воскресенье,Самосвал,Н534ТТ154,1580,11,"143,6363636",+15°,+1°
6476,2,Май,воскресенье,Самосвал,Н576ТТ154,5700,33,"172,7272727",+15°,+1°
6477,2,Май,воскресенье,Самосвал,Н583РТ154,0,0,0,+15°,+1°
6478,2,Май,воскресенье,Самосвал,Н585ТТ154,4640,33,"140,6060606",+15°,+1°
6479,2,Май,воскресенье,Самосвал,Н587ТТ154,3300,22,150,+15°,+1°
6480,2,Май,воскресенье,Самосвал,Н589ТТ154,4900,22,"222,7272727",+15°,+1°
6481,2,Май,воскресенье,Самосвал,Н833ТТ154,2880,24,120,+15°,+1°
6482,2,Май,воскресенье,Самосвал,Н849ТТ154,2100,22,"95,45454545",+15°,+1°
6483,2,Май,воскресенье,Самосвал,Н861ТТ154,1680,11,"152,7272727",+15°,+1°
6484,2,Май,воскресенье,Самосвал,Н915РУ154,2560,16,160,+15°,+1°
6485,2,Май,воскресенье,КМУ,Н275ОС154,12700,"275,41","46,11306779",+15°,+1°
6486,2,Май,воскресенье,фусо,Н547ТТ154,0,0,0,+15°,+1°
6487,2,Май,воскресенье,фусо,Н586ТТ154,0,0,0,+15°,+1°
6488,2,Май,воскресенье,боковая,В036АС147,3320,34,"97,64705882",+15°,+1°
6489,2,Май,воскресенье,боковая,Н403МВ154,4260,"25,15","169,3836978",+15°,+1°
6490,2,Май,воскресенье,боковая,Н405МВ154,4480,"36,41","123,04312",+15°,+1°
6491,2,Май,воскресенье,задняя,В222СО178,13040,"222,03","58,73080214",+15°,+1°
6492,2,Май,воскресенье,задняя,К039ХН154,0,0,0,+15°,+1°
6493,2,Май,воскресенье,задняя,К103ХН154,0,0,0,+15°,+1°
6494,2,Май,воскресенье,задняя,К281ВС154,18800,"245,74","76,50362171",+15°,+1°
6495,2,Май,воскресенье,задняя,К404СВ154,12120,"195,9","61,86830015",+15°,+1°
6496,2,Май,воскресенье,задняя,К910ЕА154,23100,"320,8","72,0074813",+15°,+1°
6497,2,Май,воскресенье,задняя,К956УВ154,0,0,0,+15°,+1°
6498,2,Май,воскресенье,задняя,М011ХЕ32,0,0,0,+15°,+1°
6499,2,Май,воскресенье,задняя,Н213НТ123,0,0,0,+15°,+1°
6500,2,Май,воскресенье,задняя,Н561УУ154,17840,"233,44","76,42220699",+15°,+1°
6501,2,Май,воскресенье,задняя,Н590УУ154,10380,"178,33","58,20669545",+15°,+1°
6502,2,Май,воскресенье,задняя,Н853НР123,0,0,0,+15°,+1°
6503,2,Май,воскресенье,задняя,В120ЕН750,11020,"140,2","78,60199715",+15°,+1°
6504,2,Май,воскресенье,задняя,B432CX178,0,0,0,+15°,+1°
6505,2,Май,воскресенье,задняя,К170ВС154,14280,"234,93","60,78406334",+15°,+1°
6506,2,Май,воскресенье,задняя,Н208УУ154,12340,"195,39","63,1557398",+15°,+1°
6507,2,Май,воскресенье,задняя,Н252УУ154,15640,"200,5","78,00498753",+15°,+1°
6508,2,Май,воскресенье,задняя,Н263УУ154,26020,"392,23","66,33862785",+15°,+1°
6509,2,Май,воскресенье,задняя,Н509ТТ154,24120,"324,77","74,26794347",+15°,+1°
6510,2,Май,воскресенье,задняя,Н513ТТ154,16380,"241,32","67,87667827",+15°,+1°
6511,2,Май,воскресенье,задняя,Н548ТТ154,12620,"158,21","79,76739776",+15°,+1°
6512,2,Май,воскресенье,задняя,Н590ТТ154,28760,"314,67","91,39733689",+15°,+1°
6513,2,Май,воскресенье,задняя,Н864ТТ154,20440,"291,1","70,21642047",+15°,+1°
6514,2,Май,воскресенье,задняя,О369АР750,14760,"201,3","73,32339791",+15°,+1°
6515,2,Май,воскресенье,задняя,О493КВ750,0,0,0,+15°,+1°
6516,2,Май,воскресенье,задняя,Т237ВВ750,0,0,0,+15°,+1°
6517,2,Май,воскресенье,задняя,Т551РС69,24960,"311,41","80,15156867",+15°,+1°
6518,3,Май,понедельник,Бункеровоз,В297КЕ147,6240,48,130,+17°,+5°
6519,3,Май,понедельник,Бункеровоз,К721ВС154,8060,56,"143,9285714",+17°,+5°
6520,3,Май,понедельник,Бункеровоз,Н726РУ154,6080,48,"126,6666667",+17°,+5°
6521,3,Май,понедельник,Бункеровоз,Н991НУ154,8180,48,"170,4166667",+17°,+5°
6522,3,Май,понедельник,Мультилифт,К801ВА154,3580,36,"99,44444444",+17°,+5°
6523,3,Май,понедельник,Мультилифт,Н416НС154,0,0,0,+17°,+5°
6524,3,Май,понедельник,Мультилифт,Н869МК154,4300,36,"119,4444444",+17°,+5°
6525,3,Май,понедельник,Самосвал,В149НА750,0,0,0,+17°,+5°
6526,3,Май,понедельник,Самосвал,К057СC154,4340,34,"127,6470588",+17°,+5°
6527,3,Май,понедельник,Самосвал,К693СА154,3740,34,110,+17°,+5°
6528,3,Май,понедельник,Самосвал,К722ВС154,2880,"29,1","98,96907216",+17°,+5°
6529,3,Май,понедельник,Самосвал,К836ВС154,5680,44,"129,0909091",+17°,+5°
6530,3,Май,понедельник,Самосвал,Н200НХ154,5580,32,"174,375",+17°,+5°
6531,3,Май,понедельник,Самосвал,Н283УУ154,4660,33,"141,2121212",+17°,+5°
6532,3,Май,понедельник,Самосвал,Н300УУ154,7600,44,"172,7272727",+17°,+5°
6533,3,Май,понедельник,Самосвал,Н344РТ154,0,0,0,+17°,+5°
6534,3,Май,понедельник,Самосвал,Н345РК154,5020,22,"228,1818182",+17°,+5°
6535,3,Май,понедельник,Самосвал,Н412РК154,5480,44,"124,5454545",+17°,+5°
6536,3,Май,понедельник,Самосвал,Н419РК154,3720,22,"169,0909091",+17°,+5°
6537,3,Май,понедельник,Самосвал,Н515РТ154,3100,24,"129,1666667",+17°,+5°
6538,3,Май,понедельник,Самосвал,Н534ТТ154,5360,22,"243,6363636",+17°,+5°
6539,3,Май,понедельник,Самосвал,Н576ТТ154,7180,44,"163,1818182",+17°,+5°
6540,3,Май,понедельник,Самосвал,Н583РТ154,4860,32,"151,875",+17°,+5°
6541,3,Май,понедельник,Самосвал,Н585ТТ154,7020,44,"159,5454545",+17°,+5°
6542,3,Май,понедельник,Самосвал,Н587ТТ154,3300,33,100,+17°,+5°
6543,3,Май,понедельник,Самосвал,Н589ТТ154,6600,44,150,+17°,+5°
6544,3,Май,понедельник,Самосвал,Н833ТТ154,8120,40,203,+17°,+5°
6545,3,Май,понедельник,Самосвал,Н849ТТ154,10020,55,"182,1818182",+17°,+5°
6546,3,Май,понедельник,Самосвал,Н861ТТ154,0,0,0,+17°,+5°
6547,3,Май,понедельник,Самосвал,Н915РУ154,7580,24,"315,8333333",+17°,+5°
6548,3,Май,понедельник,КМУ,Н275ОС154,12460,"277,91","44,8346587",+17°,+5°
6549,3,Май,понедельник,фусо,Н547ТТ154,0,0,0,+17°,+5°
6550,3,Май,понедельник,фусо,Н586ТТ154,6440,"139,58","46,13841525",+17°,+5°
6551,3,Май,понедельник,боковая,В036АС147,2480,"51,98","47,71065795",+17°,+5°
6552,3,Май,понедельник,боковая,Н403МВ154,4900,"49,21","99,57325747",+17°,+5°
6553,3,Май,понедельник,боковая,Н405МВ154,8600,"88,37","97,31809438",+17°,+5°
6554,3,Май,понедельник,задняя,В222СО178,16300,"220,41","73,95308743",+17°,+5°
6555,3,Май,понедельник,задняя,К039ХН154,0,0,0,+17°,+5°
6556,3,Май,понедельник,задняя,К103ХН154,0,0,0,+17°,+5°
6557,3,Май,понедельник,задняя,К281ВС154,20240,"257,43","78,62331508",+17°,+5°
6558,3,Май,понедельник,задняя,К404СВ154,15360,"240,26","63,9307417",+17°,+5°
6559,3,Май,понедельник,задняя,К910ЕА154,30760,"344,08","89,39781446",+17°,+5°
6560,3,Май,понедельник,задняя,К956УВ154,0,0,0,+17°,+5°
6561,3,Май,понедельник,задняя,М011ХЕ32,0,0,0,+17°,+5°
6562,3,Май,понедельник,задняя,Н213НТ123,0,0,0,+17°,+5°
6563,3,Май,понедельник,задняя,Н561УУ154,21960,"263,36","83,38396112",+17°,+5°
6564,3,Май,понедельник,задняя,Н590УУ154,15440,"210,19","73,45734811",+17°,+5°
6565,3,Май,понедельник,задняя,Н853НР123,0,0,0,+17°,+5°
6566,3,Май,понедельник,задняя,В120ЕН750,0,0,0,+17°,+5°
6567,3,Май,понедельник,задняя,B432CX178,0,0,0,+17°,+5°
6568,3,Май,понедельник,задняя,К170ВС154,19580,"267,23","73,27021667",+17°,+5°
6569,3,Май,понедельник,задняя,Н208УУ154,20200,"244,23","82,70892192",+17°,+5°
6570,3,Май,понедельник,задняя,Н252УУ154,18320,"236,11","77,59095337",+17°,+5°
6571,3,Май,понедельник,задняя,Н263УУ154,17340,"254,59","68,10950941",+17°,+5°
6572,3,Май,понедельник,задняя,Н509ТТ154,26060,"331,07","78,71447126",+17°,+5°
6573,3,Май,понедельник,задняя,Н513ТТ154,18780,"270,26","69,48864057",+17°,+5°
6574,3,Май,понедельник,задняя,Н548ТТ154,33180,"436,73","75,97371374",+17°,+5°
6575,3,Май,понедельник,задняя,Н590ТТ154,26360,"313,98","83,954392",+17°,+5°
6576,3,Май,понедельник,задняя,Н864ТТ154,19060,"294,56","64,70668115",+17°,+5°
6577,3,Май,понедельник,задняя,О369АР750,20900,"261,18","80,02144115",+17°,+5°
6578,3,Май,понедельник,задняя,О493КВ750,0,0,0,+17°,+5°
6579,3,Май,понедельник,задняя,Т237ВВ750,0,0,0,+17°,+5°
6580,3,Май,понедельник,задняя,Т551РС69,24200,"322,3","75,08532423",+17°,+5°
6581,4,Май,вторник,Бункеровоз,В297КЕ147,6840,48,"142,5",+12°,+5°
6582,4,Май,вторник,Бункеровоз,К721ВС154,6240,48,130,+12°,+5°
6583,4,Май,вторник,Бункеровоз,Н726РУ154,11020,64,"172,1875",+12°,+5°
6584,4,Май,вторник,Бункеровоз,Н991НУ154,5220,32,"163,125",+12°,+5°
6585,4,Май,вторник,Мультилифт,К801ВА154,3060,24,"127,5",+12°,+5°
6586,4,Май,вторник,Мультилифт,Н416НС154,7940,27,"294,0740741",+12°,+5°
6587,4,Май,вторник,Мультилифт,Н869МК154,4260,36,"118,3333333",+12°,+5°
6588,4,Май,вторник,Самосвал,В149НА750,0,0,0,+12°,+5°
6589,4,Май,вторник,Самосвал,К057СC154,2800,17,"164,7058824",+12°,+5°
6590,4,Май,вторник,Самосвал,К693СА154,6120,51,120,+12°,+5°
6591,4,Май,вторник,Самосвал,К722ВС154,4760,44,"108,1818182",+12°,+5°
6592,4,Май,вторник,Самосвал,К836ВС154,4000,22,"181,8181818",+12°,+5°
6593,4,Май,вторник,Самосвал,Н200НХ154,7820,48,"162,9166667",+12°,+5°
6594,4,Май,вторник,Самосвал,Н283УУ154,4580,33,"138,7878788",+12°,+5°
6595,4,Май,вторник,Самосвал,Н300УУ154,5880,33,"178,1818182",+12°,+5°
6596,4,Май,вторник,Самосвал,Н344РТ154,8700,32,"271,875",+12°,+5°
6597,4,Май,вторник,Самосвал,Н345РК154,5240,33,"158,7878788",+12°,+5°
